media_r,media_g,media_b,std_r,std_g,std_b,mean_gb,std_mg,density,dissimilarity_dist0_ang0,dissimilarity_dist0_ang1,dissimilarity_dist0_ang2,dissimilarity_dist0_ang3,dissimilarity_dist1_ang0,dissimilarity_dist1_ang1,dissimilarity_dist1_ang2,dissimilarity_dist1_ang3,dissimilarity_dist2_ang0,dissimilarity_dist2_ang1,dissimilarity_dist2_ang2,dissimilarity_dist2_ang3,dissimilarity_dist3_ang0,dissimilarity_dist3_ang1,dissimilarity_dist3_ang2,dissimilarity_dist3_ang3,dissimilarity_dist4_ang0,dissimilarity_dist4_ang1,dissimilarity_dist4_ang2,dissimilarity_dist4_ang3,correlation_dist0_ang0,correlation_dist0_ang1,correlation_dist0_ang2,correlation_dist0_ang3,correlation_dist1_ang0,correlation_dist1_ang1,correlation_dist1_ang2,correlation_dist1_ang3,correlation_dist2_ang0,correlation_dist2_ang1,correlation_dist2_ang2,correlation_dist2_ang3,correlation_dist3_ang0,correlation_dist3_ang1,correlation_dist3_ang2,correlation_dist3_ang3,correlation_dist4_ang0,correlation_dist4_ang1,correlation_dist4_ang2,correlation_dist4_ang3,contrast_dist0_ang0,contrast_dist0_ang1,contrast_dist0_ang2,contrast_dist0_ang3,contrast_dist1_ang0,contrast_dist1_ang1,contrast_dist1_ang2,contrast_dist1_ang3,contrast_dist2_ang0,contrast_dist2_ang1,contrast_dist2_ang2,contrast_dist2_ang3,contrast_dist3_ang0,contrast_dist3_ang1,contrast_dist3_ang2,contrast_dist3_ang3,contrast_dist4_ang0,contrast_dist4_ang1,contrast_dist4_ang2,contrast_dist4_ang3,energy_dist0_ang0,energy_dist0_ang1,energy_dist0_ang2,energy_dist0_ang3,energy_dist1_ang0,energy_dist1_ang1,energy_dist1_ang2,energy_dist1_ang3,energy_dist2_ang0,energy_dist2_ang1,energy_dist2_ang2,energy_dist2_ang3,energy_dist3_ang0,energy_dist3_ang1,energy_dist3_ang2,energy_dist3_ang3,energy_dist4_ang0,energy_dist4_ang1,energy_dist4_ang2,energy_dist4_ang3,homogeneity_dist0_ang0,homogeneity_dist0_ang1,homogeneity_dist0_ang2,homogeneity_dist0_ang3,homogeneity_dist1_ang0,homogeneity_dist1_ang1,homogeneity_dist1_ang2,homogeneity_dist1_ang3,homogeneity_dist2_ang0,homogeneity_dist2_ang1,homogeneity_dist2_ang2,homogeneity_dist2_ang3,homogeneity_dist3_ang0,homogeneity_dist3_ang1,homogeneity_dist3_ang2,homogeneity_dist3_ang3,homogeneity_dist4_ang0,homogeneity_dist4_ang1,homogeneity_dist4_ang2,homogeneity_dist4_ang3,asm_dist0_ang0,asm_dist0_ang1,asm_dist0_ang2,asm_dist0_ang3,asm_dist1_ang0,asm_dist1_ang1,asm_dist1_ang2,asm_dist1_ang3,asm_dist2_ang0,asm_dist2_ang1,asm_dist2_ang2,asm_dist2_ang3,asm_dist3_ang0,asm_dist3_ang1,asm_dist3_ang2,asm_dist3_ang3,asm_dist4_ang0,asm_dist4_ang1,asm_dist4_ang2,asm_dist4_ang3,indice,prediction,max_proba,2da_proba_max,dif_proba,prediction_actual_dif,prediction_actual_conjunta
52.111284,64.174319,46.537743,16.255477,21.795529,15.306656,460.5649719238281,454.4046630859375,0.1183,7.625638,13.490698,17.35003,19.760098,20.978001,9.389663,9.389663,15.82439,19.995513,22.796896,4.061791,7.075494,9.232738,10.776557,12.112782,8.16899,8.16899,13.629878,17.066026,19.208502,0.889289,0.666022,0.474693,0.358648,0.28155,0.829361,0.829361,0.500798,0.235791,0.076733,0.961118,0.872125,0.770339,0.682457,0.60726,0.881895,0.881895,0.656934,0.464482,0.334941,143.284175,434.094186,678.506857,815.26683,889.340038,216.12137,216.12137,621.310976,923.630128,1076.302969,48.732993,156.521487,274.973214,373.380952,454.421053,149.417538,149.417538,425.07622,641.701923,761.883266,0.054094,0.043597,0.039622,0.036702,0.035948,0.050109,0.050109,0.044721,0.041429,0.037714,0.059153,0.05085,0.048533,0.04767,0.047373,0.04882,0.04882,0.04352,0.040219,0.038444,0.227935,0.136905,0.114809,0.102107,0.094327,0.184973,0.184973,0.137084,0.111115,0.091271,0.282134,0.191297,0.162132,0.147883,0.141399,0.173983,0.173983,0.118436,0.10521,0.092908,0.002926,0.001901,0.00157,0.001347,0.001292,0.002511,0.002511,0.002,0.001716,0.001422,0.003499,0.002586,0.002355,0.002272,0.002244,0.002383,0.002383,0.001894,0.001618,0.001478,90.0,0,0.4522770618669898,0.2726751769178769,0.1796018849491129,0,0
213.903762,225.734908,245.39895,9.484223,9.415029,8.061014,203.9720001220703,168.31198120117188,0.0332,8.111769,11.408907,9.337491,6.459402,9.411722,4.64305,4.64305,4.805832,5.448949,5.740476,7.883553,11.333108,9.720139,6.443571,8.377941,10.928475,10.928475,6.430299,11.540541,7.778571,0.328837,-0.24635,0.125101,0.506162,0.06804,0.777488,0.777488,0.742011,0.673541,0.638053,0.373493,-0.251308,0.042129,0.49098,0.179578,-0.14103,-0.14103,0.517513,-0.316618,0.361911,106.625904,198.322537,139.446985,79.030627,149.896703,35.290823,35.290823,40.903983,51.575075,56.251587,98.695395,196.775,149.910417,78.145,124.089706,181.144399,181.144399,76.790185,208.659159,99.513492,0.038215,0.03782,0.038027,0.042383,0.037773,0.045227,0.045227,0.046329,0.044294,0.043798,0.038743,0.038502,0.038134,0.042276,0.039933,0.037829,0.037829,0.042323,0.039003,0.03946,0.113965,0.079511,0.0927,0.159164,0.101908,0.197836,0.197836,0.199857,0.179615,0.167137,0.108045,0.077746,0.09232,0.155732,0.120064,0.082251,0.082251,0.149487,0.077894,0.11758,0.00146,0.00143,0.001446,0.001796,0.001427,0.002045,0.002045,0.002146,0.001962,0.001918,0.001501,0.001482,0.001454,0.001787,0.001595,0.001431,0.001431,0.001791,0.001521,0.001557,91.0,4,1.0,0.0,1.0,4,4
224.946494,235.49754,249.274908,11.047041,12.721167,9.253839,294.65191650390625,558.2071533203125,0.0086,6.72138,10.619211,11.778846,12.314171,14.93,7.503015,7.503015,11.692722,15.938555,19.831373,7.108245,11.362338,12.866962,13.623636,16.618648,7.711456,7.711456,6.929021,9.54925,8.372059,0.984973,0.955625,0.925141,0.891664,0.850778,0.962213,0.962213,0.876958,0.775787,0.674076,0.980182,0.939333,0.896869,0.851396,0.797428,0.980327,0.980327,0.970235,0.953127,0.951689,104.64899,304.813894,507.731643,725.776738,987.21,257.197244,257.197244,810.872417,1438.483583,2045.340196,136.802114,411.08355,688.342794,979.322727,1319.278788,133.703704,133.703704,194.932615,296.211538,294.429902,0.040154,0.036451,0.03686,0.040057,0.03685,0.046468,0.046468,0.044456,0.041169,0.039803,0.040066,0.036995,0.036851,0.039801,0.036581,0.037422,0.037422,0.041379,0.037595,0.039384,0.171157,0.121861,0.124895,0.147917,0.12443,0.221005,0.221005,0.200552,0.167203,0.15454,0.173497,0.122632,0.128042,0.149258,0.121262,0.132783,0.132783,0.165132,0.124254,0.139184,0.001612,0.001329,0.001359,0.001605,0.001358,0.002159,0.002159,0.001976,0.001695,0.001584,0.001605,0.001369,0.001358,0.001584,0.001338,0.0014,0.0014,0.001712,0.001413,0.001551,92.0,4,0.9028275058275058,0.0478974358974359,0.8549300699300699,4,4
22.835575,35.592676,32.226457,8.408828,13.7767,6.013959,228.0328826904297,193.59730529785156,0.0004,3.206321,5.551408,7.230044,8.460594,9.485714,4.249695,4.249695,6.387035,7.600676,8.502137,3.765476,6.221951,7.661875,8.875641,9.963158,5.09707,5.09707,8.099487,9.906081,11.467236,0.951491,0.85085,0.737036,0.625792,0.507288,0.899678,0.899678,0.756464,0.646236,0.529663,0.919623,0.772509,0.642516,0.527028,0.425611,0.862004,0.862004,0.615629,0.413816,0.270165,22.548002,66.185435,112.753614,155.181525,196.6299,44.769841,44.769841,98.940308,129.518243,154.782764,37.254762,101.168293,151.581875,193.165385,230.607895,61.603785,61.603785,158.541078,229.452027,279.783476,0.052558,0.042883,0.040167,0.038592,0.037637,0.048094,0.048094,0.042352,0.040597,0.040476,0.049924,0.041834,0.040381,0.038587,0.037833,0.044495,0.044495,0.039717,0.038204,0.036136,0.306875,0.19284,0.156688,0.143194,0.135502,0.255298,0.255298,0.175466,0.153361,0.144285,0.288851,0.202643,0.177194,0.156796,0.134661,0.234587,0.234587,0.161035,0.139693,0.11515,0.002762,0.001839,0.001613,0.001489,0.001417,0.002313,0.002313,0.001794,0.001648,0.001638,0.002492,0.00175,0.001631,0.001489,0.001431,0.00198,0.00198,0.001577,0.00146,0.001306,93.0,9,0.5244507575757575,0.2792833694083694,0.24516738816738814,9,9
213.074007,224.025271,246.519856,10.818653,11.531126,8.322069,149.5288848876953,124.98626708984375,0.0009,5.715241,8.161846,7.065341,5.616569,7.614394,3.937756,3.937756,3.772727,4.494665,4.498387,5.714286,8.141497,7.006969,5.223571,6.978022,7.403557,7.403557,5.379509,8.677591,7.280645,0.756305,0.529282,0.616546,0.721641,0.560618,0.889891,0.889891,0.887653,0.848969,0.838799,0.761282,0.538053,0.632675,0.762486,0.628963,0.588831,0.588831,0.737813,0.423256,0.542825,55.628342,106.09022,85.926136,61.886364,97.102273,24.777702,24.777702,24.694805,32.653201,33.980645,54.575415,104.985034,83.167247,53.445,82.9663,92.692202,92.692202,58.37518,128.096799,101.208065,0.044133,0.044313,0.040756,0.046234,0.040504,0.049033,0.049033,0.050368,0.047096,0.047941,0.042882,0.044055,0.041658,0.045742,0.041468,0.043116,0.043116,0.045483,0.041236,0.042616,0.185936,0.107257,0.13837,0.187181,0.132459,0.224292,0.224292,0.241158,0.197535,0.209618,0.175757,0.11068,0.13594,0.189921,0.136206,0.146809,0.146809,0.186246,0.122518,0.153592,0.001948,0.001964,0.001661,0.002138,0.001641,0.002404,0.002404,0.002537,0.002218,0.002298,0.001839,0.001941,0.001735,0.002092,0.00172,0.001859,0.001859,0.002069,0.0017,0.001816,94.0,4,0.8679632034632034,0.061764069264069243,0.8061991341991341,4,4
220.618677,231.743839,247.335927,10.664978,10.119257,7.72442,192.08755493164062,143.4259796142578,0.0149,9.235142,12.790169,10.239048,6.095238,10.027794,4.677778,4.677778,4.231153,5.307558,4.935897,8.925983,12.751856,10.752717,6.333333,9.251144,12.272487,12.272487,6.103659,12.816279,7.382784,0.259622,-0.389467,0.094464,0.637828,0.14345,0.799897,0.799897,0.826491,0.746515,0.782029,0.318687,-0.383803,0.004811,0.618212,0.283915,-0.301799,-0.301799,0.637709,-0.417518,0.506775,134.181912,249.586152,161.70795,64.481728,151.76574,36.366667,36.366667,31.028271,45.136628,38.882173,123.739648,249.820785,180.170109,69.564103,131.113844,236.565608,236.565608,64.779933,253.125581,88.481685,0.034368,0.035481,0.03389,0.03974,0.033967,0.04268,0.04268,0.04583,0.041248,0.042422,0.034191,0.035632,0.033628,0.038797,0.034308,0.03443,0.03443,0.039326,0.035556,0.036739,0.097209,0.0745,0.091434,0.160084,0.087639,0.203436,0.203436,0.223883,0.173666,0.179073,0.099707,0.068749,0.087058,0.156371,0.103857,0.078933,0.078933,0.160415,0.071563,0.128631,0.001181,0.001259,0.001149,0.001579,0.001154,0.001822,0.001822,0.0021,0.001701,0.0018,0.001169,0.00127,0.001131,0.001505,0.001177,0.001185,0.001185,0.001547,0.001264,0.00135,95.0,4,1.0,0.0,1.0,4,4
104.926104,97.84261,143.072937,65.994775,72.529524,56.090827,1086.653564453125,1443.581298828125,0.0854,7.571242,13.849778,19.157823,24.321759,29.903073,4.230392,4.230392,5.621395,7.062196,8.458841,9.094406,16.556798,23.010073,29.582083,36.737981,14.923351,14.923351,26.926047,39.683188,52.504065,0.982754,0.938611,0.877495,0.807662,0.733464,0.996487,0.996487,0.992641,0.986348,0.978331,0.973788,0.908606,0.82359,0.731202,0.634859,0.9247,0.9247,0.769783,0.599264,0.417568,211.990414,756.254222,1511.164172,2374.746759,3293.232624,43.385472,43.385472,91.60186,171.107872,273.348069,322.636364,1129.099732,2184.961538,3333.957317,4532.430288,929.435829,929.435829,2857.638605,4991.174927,7264.506098,0.077548,0.068293,0.066124,0.063504,0.058953,0.073173,0.073173,0.067028,0.065711,0.065091,0.073365,0.064987,0.061275,0.057907,0.052666,0.066979,0.066979,0.058391,0.052694,0.04801,0.30225,0.230583,0.211154,0.199365,0.187838,0.296615,0.296615,0.263195,0.247381,0.243584,0.28397,0.213816,0.204682,0.188291,0.174874,0.232806,0.232806,0.196139,0.160604,0.14595,0.006014,0.004664,0.004372,0.004033,0.003475,0.005354,0.005354,0.004493,0.004318,0.004237,0.005382,0.004223,0.003755,0.003353,0.002774,0.004486,0.004486,0.00341,0.002777,0.002305,96.0,4,0.6385555555555555,0.16785714285714284,0.4706984126984127,4,4
239.171199,250.036465,253.817058,5.203734,3.668667,2.004298,111.58899688720703,287.20159912109375,0.0003,3.607808,6.418594,8.666048,10.682012,12.795918,2.52808,2.52808,3.174941,3.913043,4.607752,4.310727,7.702128,10.42877,12.947045,15.669246,6.786232,6.786232,11.628842,16.479743,21.005685,0.988824,0.960874,0.922128,0.87745,0.828495,0.997024,0.997024,0.993835,0.988405,0.980623,0.983034,0.940289,0.881774,0.815246,0.744333,0.952131,0.952131,0.849784,0.728973,0.596539,92.84472,322.648073,637.27551,994.202658,1378.420797,24.321558,24.321558,48.911111,88.902174,142.550904,139.732713,482.723404,937.314061,1433.840662,1940.741779,391.298007,391.298007,1192.249173,2081.858202,2996.137468,0.139787,0.116784,0.11075,0.107975,0.105985,0.129961,0.129961,0.119701,0.113673,0.112113,0.134371,0.114361,0.106934,0.10689,0.101328,0.118744,0.118744,0.108496,0.100147,0.097111,0.493013,0.385978,0.353162,0.340372,0.33364,0.456285,0.456285,0.414456,0.377632,0.358283,0.467233,0.364512,0.337011,0.341972,0.319823,0.39968,0.39968,0.353624,0.304317,0.282684,0.01954,0.013638,0.012265,0.011659,0.011233,0.01689,0.01689,0.014328,0.012922,0.012569,0.018056,0.013078,0.011435,0.011425,0.010267,0.0141,0.0141,0.011771,0.010029,0.009431,97.0,4,0.8300896358543419,0.11419607843137253,0.7158935574229695,4,4
86.447864,68.950377,71.991206,36.064446,30.108776,25.63223,577.4906005859375,648.9270629882812,0.0961,7.718995,13.553686,17.71072,20.73913,23.204274,7.970788,7.970788,12.65375,15.748155,17.914855,7.86549,13.5952,17.30449,19.870833,21.594894,12.385754,12.385754,19.53875,23.607903,26.424366,0.910479,0.717138,0.517538,0.358177,0.239735,0.911114,0.911114,0.768811,0.650828,0.563049,0.8981,0.691732,0.504269,0.378011,0.297234,0.751835,0.751835,0.407021,0.218947,0.101322,135.894035,429.349359,735.144435,983.963211,1173.931624,135.031212,135.031212,353.032917,539.665653,686.871377,154.923529,470.6528,762.342857,967.1825,1101.837447,377.17407,377.17407,907.397917,1212.485888,1420.927989,0.03156,0.02677,0.024779,0.023968,0.023162,0.029714,0.029714,0.026686,0.02563,0.025022,0.031975,0.027076,0.025662,0.025116,0.024685,0.027802,0.027802,0.024984,0.023482,0.022966,0.184499,0.119308,0.098484,0.08232,0.073403,0.150781,0.150781,0.102422,0.084845,0.06863,0.187468,0.1175,0.100643,0.092951,0.086683,0.132357,0.132357,0.091317,0.079625,0.066021,0.000996,0.000717,0.000614,0.000574,0.000536,0.000883,0.000883,0.000712,0.000657,0.000626,0.001022,0.000733,0.000659,0.000631,0.000609,0.000773,0.000773,0.000624,0.000551,0.000527,98.0,0,0.4046515151515151,0.31639610389610384,0.08825541125541125,0,0
49.635079,73.095594,35.645885,18.747453,25.174701,10.73187,455.3200378417969,340.2381591796875,0.0848,5.091575,9.052533,11.746154,13.543064,14.781377,7.365915,7.365915,12.302571,15.596528,18.007326,5.181151,8.986172,11.703488,13.886379,15.712722,6.353383,6.353383,9.916282,12.014583,13.473993,0.944962,0.831436,0.717086,0.628448,0.557285,0.879902,0.879902,0.663167,0.475833,0.334816,0.944143,0.828909,0.704536,0.584687,0.471294,0.919071,0.919071,0.806626,0.731272,0.675182,49.503053,153.566604,260.741026,345.52334,415.496626,107.150376,107.150376,301.64733,469.88125,593.934066,49.258262,149.385921,254.726744,352.168106,441.569083,72.205514,72.205514,173.087014,240.317361,288.209524,0.035588,0.030087,0.028793,0.027511,0.027184,0.031992,0.031992,0.028288,0.027194,0.026657,0.034647,0.029801,0.027943,0.026925,0.026046,0.031887,0.031887,0.028888,0.027604,0.027367,0.215939,0.120654,0.102443,0.090805,0.087493,0.16255,0.16255,0.099475,0.076522,0.070113,0.196065,0.115961,0.096074,0.085915,0.073213,0.150549,0.150549,0.108929,0.085357,0.063169,0.001266,0.000905,0.000829,0.000757,0.000739,0.001023,0.001023,0.0008,0.00074,0.000711,0.0012,0.000888,0.000781,0.000725,0.000678,0.001017,0.001017,0.000835,0.000762,0.000749,99.0,0,0.8695050690781239,0.08419809300370845,0.7853069760744154,0,0
217.333333,231.667553,243.179078,23.077473,19.869841,16.082231,499.03546142578125,446.75823974609375,0.164,8.105889,13.170122,15.074422,15.755456,16.954515,7.110976,7.110976,10.966026,13.853576,16.016358,7.229167,11.915751,14.023183,15.217503,16.910053,10.751829,10.751829,13.269231,15.752362,16.202703,0.881889,0.699035,0.607412,0.572395,0.510017,0.901478,0.901478,0.762809,0.644952,0.529318,0.904479,0.751099,0.663998,0.619797,0.549584,0.786113,0.786113,0.69066,0.600415,0.589441,147.390839,373.116463,481.628518,519.3819,589.367172,123.529268,123.529268,297.96859,446.686235,593.744666,120.299405,315.206349,428.969298,489.854569,585.12037,268.120122,268.120122,388.152564,501.147773,515.123044,0.079908,0.063153,0.057161,0.052971,0.051227,0.076702,0.076702,0.065762,0.05843,0.052634,0.080659,0.064537,0.059259,0.054,0.051209,0.067079,0.067079,0.054111,0.048541,0.045483,0.242587,0.165897,0.146223,0.130836,0.122878,0.255111,0.255111,0.208573,0.167227,0.142675,0.257182,0.188186,0.174254,0.149164,0.136187,0.198012,0.198012,0.154915,0.1284,0.113629,0.006385,0.003988,0.003267,0.002806,0.002624,0.005883,0.005883,0.004325,0.003414,0.00277,0.006506,0.004165,0.003512,0.002916,0.002622,0.0045,0.0045,0.002928,0.002356,0.002069,100.0,4,0.8689122315592903,0.05560054324760207,0.8133116883116882,4,4
34.102236,37.208946,59.882428,9.601239,11.838009,16.46552,333.272216796875,494.21246337890625,0.0224,6.105862,10.866995,14.57148,17.914527,21.253373,7.161404,7.161404,11.859329,16.021212,19.819543,6.563467,11.701681,15.762567,19.372912,22.899371,8.254386,8.254386,13.052114,16.950379,20.507092,0.983504,0.942985,0.889936,0.832765,0.77524,0.981937,0.981937,0.945361,0.903685,0.859447,0.978855,0.927546,0.862932,0.795129,0.726541,0.950371,0.950371,0.859385,0.768117,0.675106,139.032069,475.591837,908.63398,1366.756053,1818.811844,149.415439,149.415439,438.076531,746.562121,1051.566588,176.908153,595.672269,1107.411765,1627.454975,2135.26933,410.869123,410.869123,1131.527332,1813.574621,2471.837273,0.039684,0.032953,0.030839,0.029709,0.028885,0.03463,0.03463,0.031141,0.029162,0.028344,0.037963,0.032063,0.029767,0.028468,0.027872,0.036538,0.036538,0.032661,0.032544,0.032031,0.267252,0.167628,0.143322,0.130361,0.113717,0.203997,0.203997,0.140416,0.116533,0.100392,0.253355,0.167021,0.130214,0.119315,0.104461,0.234563,0.234563,0.177013,0.16299,0.146576,0.001575,0.001086,0.000951,0.000883,0.000834,0.001199,0.001199,0.00097,0.00085,0.000803,0.001441,0.001028,0.000886,0.00081,0.000777,0.001335,0.001335,0.001067,0.001059,0.001026,101.0,5,0.2450952380952381,0.2447075702075702,0.00038766788766789184,10,10
131.488465,141.729515,169.252188,10.369931,11.277862,10.671453,311.5322265625,203.55551147460938,0.0095,4.73911,7.777563,9.445158,10.45404,11.51343,4.843023,4.843023,7.299392,9.385472,11.245556,4.977693,8.101555,9.573917,10.509184,11.622711,7.073643,7.073643,9.24772,10.422057,10.311111,0.911692,0.765421,0.650671,0.572392,0.491686,0.90912,0.90912,0.790319,0.642124,0.486984,0.899942,0.738049,0.634488,0.567442,0.479845,0.799586,0.799586,0.636046,0.555022,0.572912,39.190814,103.016441,152.355237,185.607576,220.078512,39.777132,39.777132,89.756332,150.563627,213.534444,44.180351,113.982993,156.981583,183.82551,218.851387,87.58624,87.58624,154.567882,184.345705,173.217778,0.037656,0.031431,0.029874,0.028817,0.02835,0.036579,0.036579,0.03164,0.030116,0.029512,0.036781,0.030965,0.029911,0.029325,0.028847,0.032749,0.032749,0.030355,0.029992,0.029455,0.204855,0.130128,0.102199,0.101862,0.096203,0.203556,0.203556,0.13786,0.113765,0.092749,0.203833,0.129609,0.118557,0.091893,0.082864,0.142979,0.142979,0.115901,0.102475,0.090899,0.001418,0.000988,0.000892,0.00083,0.000804,0.001338,0.001338,0.001001,0.000907,0.000871,0.001353,0.000959,0.000895,0.00086,0.000832,0.001073,0.001073,0.000921,0.000899,0.000868,102.0,0,0.19698523698523693,0.19179875679875683,0.0051864801864801025,10,10
31.318927,59.710134,31.367362,9.981559,14.089829,7.09011,298.67584228515625,177.77723693847656,0.0004,3.865698,6.567084,8.358017,9.517913,10.363695,5.379762,5.379762,8.449031,10.174342,11.361746,4.024971,6.833432,8.745732,10.103189,11.127086,5.319643,5.319643,8.370857,10.001974,10.988912,0.906116,0.736983,0.58053,0.458493,0.358504,0.825263,0.825263,0.566062,0.368247,0.222603,0.896497,0.696712,0.505297,0.352718,0.22824,0.824779,0.824779,0.573712,0.404011,0.292171,26.413372,74.241503,118.298042,152.130107,180.646641,49.117857,49.117857,121.882427,175.473026,211.210672,29.24216,85.496133,138.538415,178.979987,208.430039,49.307738,49.307738,120.422139,168.096711,197.939709,0.04406,0.036343,0.034509,0.033655,0.032445,0.03947,0.03947,0.034025,0.033391,0.032637,0.044167,0.035975,0.033183,0.032622,0.032608,0.039528,0.039528,0.034274,0.033056,0.032663,0.238668,0.146833,0.114518,0.101994,0.089822,0.172388,0.172388,0.11884,0.095516,0.087701,0.230289,0.149778,0.118152,0.099834,0.090783,0.177415,0.177415,0.118854,0.099618,0.094208,0.001941,0.001321,0.001191,0.001133,0.001053,0.001558,0.001558,0.001158,0.001115,0.001065,0.001951,0.001294,0.001101,0.001064,0.001063,0.001563,0.001563,0.001175,0.001093,0.001067,103.0,0,0.6505347742601909,0.17671460891650004,0.47382016534369087,0,0
36.58656,68.476991,33.058437,10.993191,13.825679,8.056018,339.60992431640625,192.02059936523438,0.0058,4.37863,7.574405,9.865079,11.315163,12.217503,5.893516,5.893516,9.08125,10.86259,12.147507,4.703252,7.969048,10.039683,11.319549,12.034106,6.275431,6.275431,9.684375,11.203813,11.902355,0.898305,0.703485,0.512864,0.378345,0.289533,0.813302,0.813302,0.538332,0.330213,0.169647,0.876246,0.63473,0.410495,0.25039,0.143878,0.781789,0.781789,0.45122,0.263972,0.203408,35.116144,100.699405,164.680708,211.318922,243.782497,62.044616,62.044616,144.90125,202.138067,246.864958,41.704413,118.933333,186.708791,233.749373,262.622265,72.901249,72.901249,175.085625,228.196581,245.517313,0.041092,0.034508,0.031875,0.030899,0.030717,0.036727,0.036727,0.03285,0.031794,0.031302,0.039835,0.033514,0.031255,0.030807,0.031125,0.036087,0.036087,0.032437,0.031715,0.031584,0.215894,0.130818,0.09914,0.083223,0.07445,0.173471,0.173471,0.117943,0.095111,0.087906,0.204408,0.130262,0.098559,0.085548,0.081899,0.16704,0.16704,0.10699,0.087279,0.07928,0.001689,0.001191,0.001016,0.000955,0.000944,0.001349,0.001349,0.001079,0.001011,0.00098,0.001587,0.001123,0.000977,0.000949,0.000969,0.001302,0.001302,0.001052,0.001006,0.000998,104.0,0,0.7833908600922102,0.14310558690736172,0.6402852731848484,0,0
238.993369,251.355033,253.981917,2.679249,2.306252,1.561181,68.51959228515625,92.24082946777344,0.0018,1.452614,2.442917,3.057823,3.480903,3.954787,1.264914,1.264914,1.509565,1.758277,1.866951,1.575286,2.610368,3.137607,3.54764,4.104204,2.308302,2.308302,3.401739,4.444444,5.275095,0.977239,0.933282,0.882537,0.830681,0.776644,0.989618,0.989618,0.986296,0.981552,0.978089,0.974225,0.923932,0.869643,0.814532,0.754491,0.932244,0.932244,0.823986,0.707677,0.588823,8.893791,25.632083,44.409864,63.099826,82.218972,3.976637,3.976637,5.049565,6.536508,7.453125,10.089198,29.282609,49.45812,69.405157,90.588998,25.997914,25.997914,65.36,105.497506,144.741004,0.196978,0.160922,0.148483,0.144398,0.14188,0.180575,0.180575,0.164485,0.153577,0.151568,0.192239,0.157275,0.149376,0.144419,0.141875,0.169003,0.169003,0.147336,0.140912,0.138882,0.618613,0.485057,0.420181,0.401681,0.381341,0.57626,0.57626,0.512249,0.459822,0.439871,0.5957,0.467394,0.431235,0.413813,0.390128,0.51675,0.51675,0.430158,0.378594,0.364016,0.038801,0.025896,0.022047,0.020851,0.02013,0.032607,0.032607,0.027055,0.023586,0.022973,0.036956,0.024735,0.022313,0.020857,0.020129,0.028562,0.028562,0.021708,0.019856,0.019288,105.0,4,0.8642395382395383,0.07766666666666666,0.7865728715728716,4,4
62.039098,71.064662,52.796241,15.955907,10.672797,18.269367,358.6586608886719,483.3631591796875,0.009,5.949423,10.191837,13.120594,15.652587,18.212828,8.384511,8.384511,14.191017,19.26334,23.931266,6.178635,10.66048,13.767345,16.418913,19.228723,6.402174,6.402174,8.489835,9.860672,10.358656,0.987676,0.959264,0.922089,0.880328,0.835622,0.962949,0.962949,0.87862,0.778296,0.675498,0.984636,0.948702,0.903195,0.853288,0.800429,0.987974,0.987974,0.974912,0.964878,0.961036,96.694765,316.18458,598.902597,912.306597,1244.35277,286.873641,286.873641,918.831206,1644.184289,2363.292506,120.239805,396.671344,739.960685,1108.313948,1489.634913,93.01087,93.01087,189.013712,257.498024,277.582429,0.040317,0.034204,0.033052,0.032279,0.032048,0.038436,0.038436,0.033954,0.032751,0.032091,0.041841,0.034754,0.033023,0.032404,0.031834,0.036525,0.036525,0.033388,0.033422,0.033434,0.200161,0.132539,0.115823,0.09837,0.09817,0.190877,0.190877,0.138313,0.110504,0.099657,0.226194,0.151612,0.133907,0.112564,0.104791,0.169936,0.169936,0.123139,0.12166,0.104739,0.001625,0.00117,0.001092,0.001042,0.001027,0.001477,0.001477,0.001153,0.001073,0.00103,0.001751,0.001208,0.001091,0.00105,0.001013,0.001334,0.001334,0.001115,0.001117,0.001118,106.0,8,0.3328928571428571,0.23648046398046396,0.09641239316239314,8,8
188.799553,199.070045,223.885246,6.78195,6.663591,6.691985,156.32786560058594,186.90557861328125,0.0104,3.55234,6.013026,7.622784,8.792666,9.944958,2.966087,2.966087,3.857596,4.499053,5.079169,3.76087,6.220044,7.660428,8.673963,9.903828,5.564348,5.564348,7.857143,10.049242,11.730826,0.973071,0.919139,0.864612,0.817725,0.775974,0.980943,0.980943,0.961208,0.940554,0.920197,0.969472,0.910372,0.853711,0.809248,0.768902,0.92549,0.92549,0.839153,0.772975,0.70705,35.154894,103.025619,168.628989,222.203259,267.785846,24.48087,24.48087,47.697959,69.807765,89.461158,40.212702,116.197386,186.294118,238.842681,284.68254,95.762609,95.762609,198.317007,268.544508,333.879268,0.065576,0.053092,0.049638,0.046839,0.04451,0.062518,0.062518,0.056995,0.055509,0.054618,0.064802,0.053085,0.050196,0.047726,0.045479,0.055223,0.055223,0.048802,0.045042,0.042903,0.376978,0.265192,0.226492,0.203698,0.181163,0.370053,0.370053,0.30402,0.287477,0.267192,0.363263,0.263942,0.227581,0.217278,0.195331,0.287702,0.287702,0.224136,0.18968,0.157053,0.0043,0.002819,0.002464,0.002194,0.001981,0.003909,0.003909,0.003248,0.003081,0.002983,0.004199,0.002818,0.00252,0.002278,0.002068,0.00305,0.00305,0.002382,0.002029,0.001841,107.0,4,0.7746581196581195,0.1583531746031746,0.6163049450549449,4,4
